Only for One Night,Chris Stokes,86
Rules Don't Apply,Warren Beatty,127
Ouija: Origin of Evil,Mike Flanagan,99
Percy Jackson: Sea of Monsters,Thor Freudenthal,106
Fracture,Gregory Hoblit,113
Oculus,Mike Flanagan,104
In Bruges,Martin McDonagh,107
This Means War,McG,103
Lída Baarová,Filip Renc,106
The Road,John Hillcoat,111
Lavender,Ed Gass-Donnelly,92
Deuces,Jamal Hill,87
Conan the Barbarian,Marcus Nispel,113
The Fighter,David O. Russell,116
August Rush,Kirsten Sheridan,114
Chef,Jon Favreau,114
Eye in the Sky,Gavin Hood,102
Eagle Eye,D.J. Caruso,118
The Purge,James DeMonaco,85
PK,Rajkumar Hirani,153
Ender's Game,Gavin Hood,114
Indiana Jones and the Kingdom of the Crystal Skull,Steven Spielberg,122
Paper Towns,Jake Schreier,109
High-Rise,Ben Wheatley,119
Quantum of Solace,Marc Forster,106
The Assignment,Walter Hill,95
How to Train Your Dragon,Dean DeBlois,98
Lady in the Water,M. Night Shyamalan,110
The Fountain,Darren Aronofsky,96
Cars 2,John Lasseter,106
31,Rob Zombie,102
Final Girl,Tyler Shields,90
Chalk It Up,Hisonni Johnson,90
The Man Who Knew Infinity,Matt Brown,108
Unknown,Jaume Collet-Serra,113
Self/less,Tarsem Singh,117
Mr. Brooks,Bruce A. Evans,120
Tramps,Adam Leon,82
Before We Go,Chris Evans,95
Captain Phillips,Paul Greengrass,134
The Secret Scripture,Jim Sheridan,108
Max Steel,Stewart Hendler,92
Hotel Transylvania 2,Genndy Tartakovsky,89
Hancock,Peter Berg,92
Sisters,Jason Moore,118
The Family,Luc Besson,111
Zack and Miri Make a Porno,Kevin Smith,101
Ma vie de Courgette,Claude Barras,66
Man on a Ledge,Asger Leth,102
No Strings Attached,Ivan Reitman,108
Rescue Dawn,Werner Herzog,120
Despicable Me 2,Pierre Coffin,98
A Walk Among the Tombstones,Scott Frank,114
The World's End,Edgar Wright,109
Yoga Hosers,Kevin Smith,88
Seven Psychopaths,Martin McDonagh,110
Beowulf,Robert Zemeckis,115
Jack Ryan: Shadow Recruit,Kenneth Branagh,105
1408,Mikael Håfström,104
The Gambler,Rupert Wyatt,111
Prince of Persia: The Sands of Time,Mike Newell,116
The Spectacular Now,James Ponsoldt,95
A United Kingdom,Amma Asante,111
USS Indianapolis: Men of Courage,Mario Van Peebles,128
Turbo Kid,François Simard,93
Mama,Andrés Muschietti,100
Orphan,Jaume Collet-Serra,123
To Rome with Love,Woody Allen,112
Fantastic Mr. Fox,Wes Anderson,87
Inside Man,Spike Lee,129
I.T.,John Moore,95
127 Hours,Danny Boyle,94
Annabelle,John R. Leonetti,99
Wolves at the Door,John R. Leonetti,73
Suite Française,Saul Dibb,107
The Imaginarium of Doctor Parnassus,Terry Gilliam,123
G.I. Joe: The Rise of Cobra,Stephen Sommers,118
Christine,Antonio Campos,119
Man Down,Dito Montiel,90
Crawlspace,Phil Claydon,88
Shut In,Farren Blackburn,91
The Warriors Gate,Matthias Hoene,108
Grindhouse,Robert Rodriguez,191
Disaster Movie,Jason Friedberg,87
Rocky Balboa,Sylvester Stallone,102
Diary of a Wimpy Kid: Dog Days,David Bowers,94
Jane Eyre,Cary Joji Fukunaga,120
Fool's Gold,Andy Tennant,112
The Dictator,Larry Charles,83
The Loft,Erik Van Looy,108
Bacalaureat,Cristian Mungiu,128
You Don't Mess with the Zohan,Dennis Dugan,113
Exposed,Gee Malik Linton,102
Maudie,Aisling Walsh,115
Horrible Bosses 2,Sean Anders,108
A Bigger Splash,Luca Guadagnino,125
Melancholia,Lars von Trier,135
The Princess and the Frog,Ron Clements,97
Unstoppable,Tony Scott,98
Flight,Robert Zemeckis,138
Home,Tim Johnson,94
La migliore offerta,Giuseppe Tornatore,131
Mean Dreams,Nathan Morlando,108
42,Brian Helgeland,128
21,Robert Luketic,123
Begin Again,John Carney,104
Out of the Furnace,Scott Cooper,116
Vicky Cristina Barcelona,Woody Allen,96
Kung Fu Panda,Mark Osborne,92
Barbershop: The Next Cut,Malcolm D. Lee,111
Terminator Salvation,McG,115
Freedom Writers,Richard LaGravenese,123
The Hills Have Eyes,Alexandre Aja,107
Changeling,Clint Eastwood,141
Remember Me,Allen Coulter,113
Koe no katachi,Naoko Yamada,129
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Miguel Arteta,81
Locke,Steven Knight,85
The 9th Life of Louis Drax,Alexandre Aja,108
Horns,Alexandre Aja,120
Indignation,James Schamus,110
The Stanford Prison Experiment,Kyle Patrick Alvarez,122
Diary of a Wimpy Kid: Rodrick Rules,David Bowers,99
Mission: Impossible III,J.J. Abrams,126
En man som heter Ove,Hannes Holm,116
Dragonball Evolution,James Wong,85
Red Dawn,Dan Bradley,93
One Day,Lone Scherfig,107
Life as We Know It,Greg Berlanti,114
28 Weeks Later,Juan Carlos Fresnadillo,100
Warm Bodies,Jonathan Levine,98
Blue Jasmine,Woody Allen,98
G.I. Joe: Retaliation,Jon M. Chu,110
Wrath of the Titans,Jonathan Liebesman,99
Shin Gojira,Hideaki Anno,120
Saving Mr. Banks,John Lee Hancock,125
Transcendence,Wally Pfister,119
Rio,Carlos Saldanha,96
Equals,Drake Doremus,101
Babel,Alejandro González Iñárritu,143
The Tree of Life,Terrence Malick,139
The Lucky One,Scott Hicks,101
Piranha 3D,Alexandre Aja,88
50/50,Jonathan Levine,100
The Intent,Femi Oyeniran,104
This Is 40,Judd Apatow,134
Real Steel,Shawn Levy,127
Sex and the City,Michael Patrick King,145
Rambo,Sylvester Stallone,92
Planet Terror,Robert Rodriguez,105
Concussion,Peter Landesman,123
The Fall,Tarsem Singh,117
The Ugly Truth,Robert Luketic,96
Bride Wars,Gary Winick,89
Sleeping with Other People,Leslye Headland,101
Snakes on a Plane,David R. Ellis,105
What If,Michael Dowse,98
How to Train Your Dragon 2,Dean DeBlois,102
RoboCop,José Padilha,117
In Dubious Battle,James Franco,110
"Hello, My Name Is Doris",Michael Showalter,95
Ocean's Thirteen,Steven Soderbergh,122
Slither,James Gunn,95
Contagion,Steven Soderbergh,106
Il racconto dei racconti - Tale of Tales,Matteo Garrone,133
I Am the Pretty Thing That Lives in the House,Oz Perkins,87
Bridge to Terabithia,Gabor Csupo,96
Coherence,James Ward Byrkit,89
Notorious,George Tillman Jr.,122
Goksung,Hong-jin Na,156
The Expendables 2,Simon West,103
The Girl Next Door,Gregory Wilson,91
Perfume: The Story of a Murderer,Tom Tykwer,147
The Golden Compass,Chris Weitz,113
Centurion,Neil Marshall,97
Scouts Guide to the Zombie Apocalypse,Christopher Landon,93
17 Again,Burr Steers,102
No Escape,John Erick Dowdle,103
Superman Returns,Bryan Singer,154
The Twilight Saga: Breaking Dawn - Part 1,Bill Condon,117
Precious,Lee Daniels,110
The Sea of Trees,Gus Van Sant,110
Good Kids,Chris McCoy,86
The Master,Paul Thomas Anderson,144
Footloose,Craig Brewer,113
If I Stay,R.J. Cutler,107
The Ticket,Ido Fluk,97
Detour,Christopher Smith,97
The Love Witch,Anna Biller,120
Talladega Nights: The Ballad of Ricky Bobby,Adam McKay,108
The Human Centipede (First Sequence),Tom Six,92
Super,James Gunn,96
The Siege of Jadotville,Richie Smyth,108
Up in the Air,Jason Reitman,109
The Midnight Meat Train,Ryûhei Kitamura,98
The Twilight Saga: Eclipse,David Slade,124
Transpecos,Greg Kwedar,86
What's Your Number?,Mark Mylod,106
Riddick,David Twohy,119
Triangle,Christopher Smith,99
The Butler,Lee Daniels,132
King Cobra,Justin Kelly,91
After Earth,M. Night Shyamalan,100
Kicks,Justin Tipping,80
Me and Earl and the Dying Girl,Alfonso Gomez-Rejon,105
The Descendants,Alexander Payne,115
Sex and the City 2,Michael Patrick King,146
The Kings of Summer,Jordan Vogt-Roberts,95
Death Race,Paul W.S. Anderson,105
That Awkward Moment,Tom Gormican,94
Legion,Scott Stewart,100
End of Watch,David Ayer,109
3 Days to Kill,McG,117
Lucky Number Slevin,Paul McGuigan,110
Trance,Danny Boyle,101
Into the Forest,Patricia Rozema,101
The Other Boleyn Girl,Justin Chadwick,115
I Spit on Your Grave,Steven R. Monroe,108
Custody,James Lapine,104
Inland Empire,David Lynch,180
L'odyssée,Jérôme Salle,122
The Walk,Robert Zemeckis,123
Wrecker,Micheal Bafaro,83
The Lone Ranger,Gore Verbinski,150
Texas Chainsaw 3D,John Luessenhop,92
Disturbia,D.J. Caruso,105
Rock of Ages,Adam Shankman,123
Scream 4,Wes Craven,111
Queen of Katwe,Mira Nair,124
My Big Fat Greek Wedding 2,Kirk Jones,94
Dark Places,Gilles Paquet-Brenner,113
Amateur Night,Lisa Addario,92
It's Only the End of the World,Xavier Dolan,97
The Skin I Live In,Pedro Almodóvar,120
Miracles from Heaven,Patricia Riggen,109
Annie,Will Gluck,118
Across the Universe,Julie Taymor,133
Let's Be Cops,Luke Greenfield,104
Max,Boaz Yakin,111
Your Highness,David Gordon Green,102
Final Destination 5,Steven Quale,92
Endless Love,Shana Feste,104
Martyrs,Pascal Laugier,99
Selma,Ava DuVernay,128
Underworld: Rise of the Lycans,Patrick Tatopoulos,92
Taare Zameen Par,Aamir Khan,165
Take Me Home Tonight,Michael Dowse,97
Resident Evil: Afterlife,Paul W.S. Anderson,97
Project X,Nima Nourizadeh,88
Secret in Their Eyes,Billy Ray,111
Hostel: Part II,Eli Roth,94
Step Up 2: The Streets,Jon M. Chu,98
Search Party,Scot Armstrong,93
Nine Lives,Barry Sonnenfeld,87
